OBJECTID,ENTITYID,ENTITYCD,COMMONNM,OFFICIALNM,NAMEUPDT,ENTTYPEID,ENTTYPENM,OPENDATE,CLOSEDATE,STATUS,AUTHGRADES,ACTGRADES,GRADESUPDT,AUTHEDSET,ACTEDSET,EDSETUPDT,ADDRESSID,ADDRTYPEID,STREET,ADDRLINE2,CITY,STATE,ZIP,ADDRUPDT,GEOCODE,CGISTATID,CGISTATDT,XLOCATION,YLOCATION,LATITUDE,LONGITUDE,MIHOUSE,MISENATE,USCONGRESS,BLKGRP,CIVILDIV,FIPSCNTY,COUNTY,DISTCODE,IGNOREFLAG,ROOFTOP,x,y
8738,5454,3939, ,St. Monica School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,59574,2,530 W KILGORE RD, ,KALAMAZOO,MI,49008-3610,3-Apr-22, ,2,22-Mar-22,533716.2644,188389.1082,42.24528,-85.59014,60,20,6,17012,42160,77,Kalamazoo,19950,0, ,-9527850.802,5197792.306
8742,5522,3361, ,Potters House School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,59914,2,810 VAN RAALTE DR SW, ,WYOMING,MI,49509-1101,3-Apr-22, ,2,22-Mar-22,525418.0637,265181.8483,42.93713,-85.68687,77,28,2,133002,88940,81,Kent,16080,0, ,-9538618.736,5302407.282
8743,5539,135, ,Assumption of the Blessed Virgin Mary Catholic School,19-Jul-16,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,59930,2,6393 BELMONT AVE NE, ,BELMONT,MI,49306-9701,3-Apr-22, ,2,22-Mar-22,531649.819,280911.6454,43.07851,-85.60954,73,28,3,111022,64660,81,Kent,30030,0, ,-9530010.4,5323929.514
8744,5540,5939, ,Our Lady of Consolation School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,59932,2,4865 11 MILE RD NE, ,ROCKFORD,MI,49341-8477,3-Apr-22, ,2,22-Mar-22,536501.7443,286635.1534,43.12982,-85.54955,74,28,3,107001,69080,81,Kent,30030,0, ,-9523332.344,5331752.696
8746,5590,87, ,Immaculate Conception School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,60243,2,7043 CHURCH RD, ,IRA,MI,48023-2301,3-Apr-22, ,2,22-Mar-22,771286.4334,243329.5701,42.691942,-82.686007,32,25,10,6501003,40920,147,St. Clair,2790,0,Y,-9204564.195,5265199.209
8747,5603,3866, ,St. Mary School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG,1-8","KG,1-8",27-Aug-22,"GenEd, PK","GenEd, PK",29-Apr-09,60255,2,2 UNION ST, ,MOUNT CLEMENS,MI,48043-5557,3-Apr-22, ,2,22-Mar-22,755727.9565,232407.8611,42.59906,-82.88074,31,8,9,2451003,55820,99,Macomb,24690,0, ,-9226241.773,5251142.45
8749,5607,5434, ,St. Augustine Catholic School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,60263,2,67901 HOWARD ST, ,RICHMOND,MI,48062-1651,3-Apr-22, ,2,22-Mar-22,765639.032,255290.0703,42.80154,-82.74921,33,25,10,2110003,68380,99,Macomb,29670,0, ,-9211599.921,5281812.832
8750,5621,8400, ,Oakland Children's Academy,5-Oct-08,34,Nonpublic School,12-Dec-96,,Open-Active,"KG-Part,1-5","KG-Part,1-5",30-Sep-12,"GenEd, PK","GenEd, PK",29-Apr-09,60287,2,3668 LIVERNOIS RD, ,TROY,MI,48083-5035,3-Apr-22, ,2,22-Mar-22,734067.2363,228665.0849,42.572335,-83.146137,41,13,11,1970001,80700,125,Oakland,34260,0,Y,-9255785.632,5247101.773
8751,5654,6437, ,Calvary Baptist Academy,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,12-Jan,12-Jan,5-Oct-08,GenEd,GenEd,29-Apr-09,60305,2,6100 PERRINE RD, ,MIDLAND,MI,48640-2175,3-Apr-22, ,2,22-Mar-22,638801.1905,346253.55,43.65438,-84.27675,98,36,4,2910002,53780,111,Midland,23820,0, ,-9381644.896,5412111.551
8762,5671,3656, ,St. Charles School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,60354,2,8125 SWAN CREEK RD, ,NEWPORT,MI,48166-9728,3-Apr-22, ,2,22-Mar-22,724550.4968,164238.6531,41.99531,-83.28745,17,17,7,8302003,7720,115,Monroe,19800,0, ,-9271516.524,5160276.931
8763,5672,108, ,St. Joseph Catholic School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,60356,2,2238 MANHATTAN ST, ,ERIE,MI,48133-9647,3-Apr-22, ,2,22-Mar-22,708230.0779,141093.9524,41.79154,-83.49277,56,17,7,8336001,26320,115,Monroe,23100,0, ,-9294372.641,5129804.115
8767,5740,6081, ,Detroit Country Day Lower School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"DevK,DevK-Part,KG-Part,1-3","DevK,DevK-Part,KG-Part,1-3",14-Oct-21,"GenEd, PK","GenEd, PK",29-Apr-09,60427,2,3003 W MAPLE RD, ,BLOOMFIELD HILLS,MI,48301-3468,3-Apr-22, ,2,22-Mar-22,725464.7723,225393.1156,42.54548,-83.2522,40,12,9,1510003,9110,125,Oakland,5850,0, ,-9267592.511,5243043.184
8768,5757,5629, ,Notre Dame Preparatory School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,GenEd,GenEd,29-Apr-09,60451,2,1300 GIDDINGS RD, ,PONTIAC,MI,48340-2108,3-Apr-22, ,2,22-Mar-22,724302.1986,239619.1365,42.67386,-83.26067,29,12,14,1410001,65440,125,Oakland,28740,0, ,-9268535.388,5262461.034
8769,5790,3727, ,St. Hugo of the Hills School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"DevK,KG,1-8","DevK,KG,1-8",9-Mar-20,"GenEd,PK,SpecEd","GenEd,PK,SpecEd",12-Jul-20,60469,2,380 E HICKORY GROVE RD, ,BLOOMFIELD HILLS,MI,48304-1745,3-Apr-22, ,2,22-Mar-22,725589.2438,230995.7349,42.595869,-83.248435,40,13,11,1520003,9180,125,Oakland,6090,0,Y,-9267173.394,5250659.897
8770,5804,6048, ,Troy Adventist Academy,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,GenEd,GenEd,29-Apr-09,60481,2,2777 CROOKS RD, ,TROY,MI,48084-4705,3-Apr-22, ,2,22-Mar-22,732194.1963,227113.8956,42.558948,-83.169583,41,13,11,1977013,80700,125,Oakland,34260,0,Y,-9258395.629,5245078.381
8771,5807,2891, ,Our Lady of Refuge School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,60487,2,3750 COMMERCE RD, ,ORCHARD LAKE,MI,48324-1611,3-Apr-22, ,2,22-Mar-22,716665.6197,230896.8089,42.597573,-83.357179,29,15,14,1545001,61020,125,Oakland,35820,0,Y,-9279278.72,5250917.579
8801,9634,173, ,Cesar Chavez Academy Intermediate,10-Sep-09,26,PSA School,7-Sep-09,,Open-Active,5-Mar,5-Mar,26-Aug-10,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",14-Oct-20,72181,2,4100 MARTIN ST, ,DETROIT,MI,48210-2806,3-Apr-22, ,2,22-Mar-22,736670.3325,201709.5857,42.32894,-83.12572,5,2,13,5257003,22000,163,Wayne,1103,0, ,-9253512.822,5210381.129
8814,7636,9515, ,Michael Berry Career Center,5-Oct-08,19,LEA Unique Education Provider,24-Aug-04,,Open-Active,12-Sep,12-Sep,7-Dec-08,"GenEd,SuppVirt","GenEd,SuppVirt",1-Oct-20,64329,2,22586 ANN ARBOR TRL, ,DEARBORN HEIGHTS,MI,48127-2508,3-Apr-22, ,2,22-Mar-22,725626.1324,202451.0564,42.33895,-83.25938,11,5,13,5715003,21020,163,Wayne,11600,0, ,-9268391.785,5211888.514
8815,7670,9548, ,Carsonville-Port Sanilac Learning Center,5-Oct-08,18,LEA School,24-Aug-05,,Open-Active,12-Jun,12-Jun,26-Sep-13,"GenEd,Alt,PCE,FaceVirt","GenEd,Alt,PCE,FaceVirt",21-Sep-22,64367,2,100 N GOETZE RD, ,CARSONVILLE,MI,48419-9745,3-Apr-22, ,2,22-Mar-22,772426.191,325250.711,43.42842,-82.63178,83,25,10,9705003,71580,151,Sanilac,8160,0, ,-9198527.673,5377410.76
8818,5821,6524, ,West Highland Christian Academy,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-12","KG-Part, 1-12",17-Dec-08,GenEd,GenEd,29-Apr-09,60501,2,1116 S HICKORY RIDGE RD, ,MILFORD,MI,48380-1510,3-Apr-22, ,2,22-Mar-22,691597.3016,233464.7652,42.62743,-83.66173,44,14,11,1313001,38080,125,Oakland,18990,0, ,-9313181.183,5255433.74
8819,5854,3634, ,ND Marist Academy-Lower Div.,20-Sep-15,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-5","KG-Part, 1-5",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,60539,2,1425 GIDDINGS RD, ,PONTIAC,MI,48340-2111,3-Apr-22, ,2,22-Mar-22,724243.8366,239995.6836,42.67727,-83.26123,29,12,14,1410003,65440,125,Oakland,28740,0, ,-9268597.726,5262977.353
8820,5871,5471, ,St. Mary Cathedral School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-12","KG-Part, 1-12",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,60557,2,321 N OTSEGO AVE, ,GAYLORD,MI,49735-1447,3-Apr-22, ,2,22-Mar-22,604025.7903,498512.9556,45.03068,-84.67737,105,36,1,9503003,31720,137,Otsego,15730,0, ,-9426241.71,5626352.718
8822,5889,2121, ,Lamont Christian School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,60577,2,5260 LEONARD ST, ,COOPERSVILLE,MI,49404-8714,3-Apr-22, ,2,22-Mar-22,506648.3093,273312.3406,43.01079,-85.91677,88,30,2,232002,65320,139,Ottawa,10830,0, ,-9564211.087,5313614.339
8823,5922,6862, ,Valley Lutheran High School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,GenEd,GenEd,29-Apr-09,60615,2,3560 MCCARTY RD, ,SAGINAW,MI,48603-2239,3-Apr-22, ,2,22-Mar-22,662740.6162,325817.0287,43.46554,-83.98616,94,32,5,103041,70540,145,Saginaw,30450,0, ,-9349296.565,5383102.381
8826,5957,197, ,Trinity Lutheran School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,"GenEd, PK","GenEd, PK",29-Apr-09,60653,2,406 S LAKEVIEW AVE, ,STURGIS,MI,49091-1953,3-Apr-22, ,2,22-Mar-22,549061.005,138588.7712,41.79592,-85.40872,59,21,6,405001,76960,149,St. Joseph,33090,0, ,-9507655.22,5130458.102
8827,5990,6497, ,New Salem Ev Lutheran School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part,1-8",5-Feb,18-Oct-10,GenEd,GenEd,29-Apr-09,60949,2,214 E GROVE ST, ,SEBEWAING,MI,48759-1550,3-Apr-22, ,2,22-Mar-22,705269.0617,356424.8456,43.73043,-83.44905,84,25,10,9508003,72200,63,Huron,34440,0, ,-9289505.753,5423819.935
8839,10807,2277, ,Jackson Preparatory & Early College,6-Nov-13,26,PSA School,30-Jun-14,,Open-Active,12-Jun,12-Jun,6-Nov-13,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",19-Oct-20,74940,2,2111 EMMONS RD, ,JACKSON,MI,49201-8395,3-Apr-22, ,2,22-Mar-22,631437.5217,180943.9628,42.16738,-84.4076,64,16,7,52002,77200,75,Jackson,19620,0, ,-9396211.051,5186085.225
8885,7314,9251, ,Salina Elementary P - 3,5-Oct-08,18,LEA School,24-Aug-03,,Open-Active,"DevK,KG,1-3","DevK,KG,1-3",23-Sep-18,"GenEd,PK,SpecEd,SuppVirt","GenEd,PK,SpecEd,SuppVirt",1-Oct-20,63750,2,2700 FERNEY ST, ,DEARBORN,MI,48120-1473,3-Apr-22, ,2,22-Mar-22,734773.9986,199068.5417,42.30576,-83.14981,15,3,12,5735002,21000,163,Wayne,11600,0, ,-9256194.509,5206891.42
8890,7407,9307, ,Hamtramck Academy,5-Oct-08,26,PSA School,7-Sep-03,,Open-Active,"KG,1-8","KG,1-8",25-Jul-12,"GenEd,SpecEd","GenEd,SpecEd",18-Nov-13,63917,2,11420 CONANT ST, ,HAMTRAMCK,MI,48212-3134,3-Apr-22, ,2,22-Mar-22,742351.5272,210192.5541,42.40351,-83.05319,4,2,14,5524002,36280,163,Wayne,17520,0, ,-9245438.82,5221616.245
8892,7416,9314, ,Oakland International Academy - Elementary,5-Oct-08,26,PSA School,14-Sep-03,,Open-Active,4-Feb,4-Feb,18-Aug-13,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",7-Mar-22,63927,2,4001 MILLER ST, ,DETROIT,MI,48211-1554,3-Apr-22, ,2,22-Mar-22,743399.4709,208810.2139,42.39074,-83.04106,4,2,13,5107002,22000,163,Wayne,1103,0, ,-9244088.514,5219691.302
8894,2449,7638, ,Meadow Brook Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-4","KG,1-4",10-Sep-13,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",19-Aug-20,52858,2,1450 FOREST HILL AVE SE, ,GRAND RAPIDS,MI,49546-6230,3-Apr-22, ,2,22-Mar-22,536137.5574,265541.9978,42.9399,-85.55548,72,26,2,126052,42820,81,Kent,14610,0, ,-9523992.468,5302828.483
8896,2492,2019, ,Kent City High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Aug,12-Aug,11-Mar-12,"GenEd,Alt,SpecEd,SuppVirt","GenEd,Alt,SpecEd,SuppVirt",23-Sep-20,53370,2,351 N MAIN ST, ,KENT CITY,MI,49330-9110,3-Apr-22, ,2,22-Mar-22,520040.0151,297242.8621,43.22599,-85.751504,74,28,3,103013,81140,81,Kent,20310,0,Y,-9545813.76,5346433.334
8897,2499,369, ,Bowen Elementary,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-5","KG,1-5",22-Sep-22,"GenEd,PK,SpecEd,SpecEdCtPr,SchlChoice,21CCL,SuppVirt","GenEd,SpecEd,SchlChoice,21CCL,SuppVirt",22-Sep-22,53376,2,4483 KALAMAZOO AVE SE, ,GRAND RAPIDS,MI,49508-4622,3-Apr-22, ,2,22-Mar-22,530407.0994,259081.4391,42.882,-85.62609,72,26,2,128001,42820,81,Kent,20340,0, ,-9531852.737,5294028.256
8898,2517,2094, ,Lakes Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",30-Jun-12,"GenEd,SpecEd,SpecEdCtPr,SuppVirt","GenEd,SpecEd,SpecEdCtPr,SuppVirt",27-Aug-20,52895,2,6849 YOUNG AVE NE, ,ROCKFORD,MI,49341-9414,3-Apr-22, ,2,22-Mar-22,542954.407,281971.6481,43.08747,-85.4706,73,28,3,109032,13080,81,Kent,30030,0, ,-9514543.67,5325295.164
8900,2560,73, ,Almont High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",5-Aug-20,53817,2,4701 HOWLAND RD, ,ALMONT,MI,48003-8035,3-Apr-22, ,2,22-Mar-22,740913.9751,268673.0135,42.93021,-83.045546,82,31,10,3400001,1680,87,Lapeer,2670,0,Y,-9244587.893,5301355.123
8906,7505,9403, ,Duncan Lake Middle School,5-Oct-08,18,LEA School,27-Sep-04,,Open-Active,8-Jul,8-Jul,15-Jul-21,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",2-Sep-20,64500,2,9757 DUNCAN LAKE AVE SE, ,CALEDONIA,MI,49316-9411,3-Apr-22, ,2,22-Mar-22,538987.1435,248579.3089,42.78701,-85.52181,86,29,3,148073,12500,81,Kent,7620,0, ,-9520244.341,5279608.584
8913,2610,2337, ,Hudson Middle School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,6-May,6-May,19-Aug-19,"GenEd,SpecEd,SchlChoice,PCE,SuppVirt","GenEd,SpecEd,SchlChoice,PCE,SuppVirt",14-Sep-22,53439,2,771 N MAPLE GROVE AVE, ,HUDSON,MI,49247-1149,3-Apr-22, ,2,22-Mar-22,636960.3801,147529.1776,41.86551,-84.34883,57,17,7,618001,39720,91,Lenawee,18810,0, ,-9389668.805,5140854.735
8914,2624,4142, ,Tecumseh Acres North Early Learning Center,30-Jun-21,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-2","DevK,KG,1-2",3-Aug-20,"GenEd,PK,SpecEd,SchlChoice","GenEd,PK,SpecEd,SchlChoice",16-Sep-19,53453,2,600 S ADRIAN ST, ,TECUMSEH,MI,49286-1755,3-Apr-22, ,2,22-Mar-22,669315.3238,162852.7001,41.997,-83.95455,57,17,7,608002,79120,91,Lenawee,33720,0, ,-9345777.756,5160530.069
8916,2635,402, ,Brighton High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,FTVirtual,SuppVirt","GenEd,Alt,SpecEd,SuppVirt",5-Aug-20,53469,2,7878 BRIGHTON RD, ,BRIGHTON,MI,48116-7762,3-Apr-22, ,2,22-Mar-22,680971.5559,222248.9805,42.52907,-83.79489,42,22,8,7416011,10620,93,Livingston,6870,0, ,-9328004.486,5240564.005
8917,2649,1286, ,Fowlerville High School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,12-Sep,12-Sep,5-Oct-08,"Alt, GenEd, SchlChoice, SpecEd","Alt, GenEd, SchlChoice, SpecEd",28-Apr-10,53481,2,700 N GRAND AVE, ,FOWLERVILLE,MI,48836-9808,3-Apr-22, ,2,22-Mar-22,657956.7738,237395.1255,42.670586,-84.070748,47,22,8,7223001,36340,93,Livingston,14730,0,Y,-9358712.858,5261965.334
8918,2653,2127, ,Hartland Village Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"DevK,KG,1-4","DevK,KG,1-4",19-May-20,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",5-Oct-20,53489,2,10632 HIBNER RD, ,HARTLAND,MI,48353-1130,3-Apr-22, ,2,22-Mar-22,684922.4847,236537.1808,42.65674,-83.74208,47,22,8,7131001,37040,93,Livingston,17910,0, ,-9322125.704,5259869.27
8919,2674,8715, ,Pathfinder School,5-Oct-08,18,LEA School,31-Aug-99,,Open-Active,8-Jun,8-Jun,2-Aug-22,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",2-Sep-20,53637,2,2100 E M 36, ,PINCKNEY,MI,48169-8186,3-Apr-22, ,2,22-Mar-22,672028.59,214451.7006,42.46096,-83.90613,42,22,8,7439002,36100,93,Livingston,28140,0, ,-9340387.666,5230281.08
8921,2692,2305, ,Mackinac Island School,5-Oct-08,18,LEA School,31-Aug-60,,Open-Active,"KG,1-12","KG,1-12",14-Jan-14,"GenEd,SpecEd","GenEd,SpecEd",11-Dec-14,53661,2,340 LAKESHORE DR, ,MACKINAC ISLAND,MI,49757,3-Apr-22, ,2,22-Mar-22,606689.3365,589386.6182,45.848028,-84.623891,107,37,1,9504001,50280,97,Mackinac,22230,0,Y,-9420288.455,5756028.957
8922,2703,580, ,Center Line High School,5-Oct-08,18,LEA School,31-Dec-52,,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,SpecEd,SuppVirt","GenEd,SpecEd,SuppVirt",10-Dec-17,53677,2,26300 ARSENAL, ,CENTER LINE,MI,48015-1637,3-Apr-22, ,2,22-Mar-22,744666.6102,219469.6091,42.486258,-83.021073,28,9,9,2680002,14320,99,Macomb,8580,0,Y,-9241863.572,5234099.145
8923,2717,268, ,Bellview  Elementary School,5-Oct-08,18,LEA School,30-Jun-60,,Open-Active,5-Mar,5-Mar,30-Jun-12,"GenEd,SpecEd,SchlChoice,BSAS,SuppVirt","GenEd,SpecEd,SchlChoice,BSAS,SuppVirt",26-Aug-20,53754,2,15800 BELL AVE, ,EASTPOINTE,MI,48021-4802,3-Apr-22, ,2,22-Mar-22,749880.4152,218590.7259,42.476662,-82.958071,18,9,9,2582001,24290,99,Macomb,12450,0,Y,-9234850.221,5232650.7
8925,2760,5326, ,Ottawa Elementary School,5-Oct-08,18,LEA School,31-Jul-67,,Open-Active,"KG,1-5","KG,1-5",25-Mar-13,"GenEd,PK,SpecEd,SchlChoice,SuppVirt","GenEd,PK,SpecEd,SchlChoice,SuppVirt",8-Mar-21,53800,2,18601 MILLAR RD, ,CLINTON TWP,MI,48036-2094,3-Apr-22, ,2,22-Mar-22,751792.2043,229370.5193,42.573035,-82.930028,31,10,9,2408001,16520,99,Macomb,9570,0,Y,-9231728.488,5247207.587
8926,2767,8000, ,Dakota High School,5-Oct-08,18,LEA School,31-Dec-94,,Open-Active,12-Sep,12-Sep,5-Oct-08,"GenEd,Alt,SpecEd,SchlChoice,SuppVirt","GenEd,Alt,SpecEd,SchlChoice,SuppVirt",13-Sep-21,53821,2,21051 21 MILE RD, ,MACOMB,MI,48044-2909,3-Apr-22, ,2,22-Mar-22,753161.6574,237445.5467,42.645241,-82.909725,33,10,10,2241002,50480,99,Macomb,9570,0,Y,-9229468.369,5258128.858
8927,2785,4904, ,Walt Disney Elementary School,5-Oct-08,18,LEA School,29-Jun-68,,Open-Active,"KG,KG-Part,1-6","KG,1-6",11-Jun-13,"GenEd,SpecEd,SchlChoice,BSAS,SuppVirt","GenEd,SpecEd,SchlChoice,BSAS,SuppVirt",6-Jan-21,53864,2,36155 KELLY RD, ,CLINTON TOWNSHIP,MI,48035-1317,3-Apr-22, ,2,22-Mar-22,751613.1336,228151.2647,42.562123,-82.932752,31,9,9,2414002,16520,99,Macomb,14820,0,Y,-9232031.723,5245558.23
8928,2810,3530, ,South River Elementary School,5-Oct-08,18,LEA School,"December 31, 1899",,Open-Active,"KG,1-5","KG,1-5",14-May-19,"GenEd,SpecEd,SchlChoice,SuppVirt","GenEd,SpecEd,SchlChoice,SuppVirt",28-Sep-20,53855,2,27733 S RIVER RD, ,HARRISON TOWNSHIP,MI,48045-6314,3-Apr-22, ,2,22-Mar-22,759763.4525,231696.3907,42.591291,-82.831916,24,8,10,2472003,36820,99,Macomb,21870,0,Y,-9220806.711,5249967.641
8932,5812,7318, ,Steppingstone Center for the Potentially Gifted,15-Nov-11,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG,KG-Part,1-8","KG,KG-Part,1-8",13-Oct-13,GenEd,GenEd,15-Nov-11,60491,2,650 CHURCH ST, ,PLYMOUTH,MI,48170-1689,3-Apr-22, ,2,22-Mar-22,708312.1334,205695.4049,42.37307,-83.46826,20,7,11,5626003,65060,163,Wayne,28560,0, ,-9291644.201,5217028.38
8934,5846,3949, ,St. Patrick School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,GenEd,GenEd,29-Apr-09,60531,2,9040 HUTCHINS ST, ,WHITE LAKE,MI,48386-3331,3-Apr-22, ,2,22-Mar-22,707922.6819,234083.384,42.6287,-83.46251,44,15,11,1307002,86860,125,Oakland,35160,0, ,-9291004.114,5255625.888
8935,5863,3357, ,St. Joseph School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-8","KG-Part, 1-8",17-Dec-08,GenEd,GenEd,28-Oct-10,60549,2,935 W HOUGHTON AVE, ,WEST BRANCH,MI,48661-1233,3-Apr-22, ,2,22-Mar-22,639702.5463,415381.7353,44.27643,-84.24729,103,35,4,9505002,60300,129,Ogemaw,35850,0, ,-9378365.424,5508320.493
8936,5880,5577, ,Holland Christian Middle School,9-Nov-10,34,Nonpublic School,"December 31, 1899",,Open-Active,8-Jun,8-Jun,2-Nov-20,GenEd,GenEd,29-Apr-09,60567,2,850 OTTAWA AVE, ,HOLLAND,MI,49423-4629,3-Apr-22, ,2,22-Mar-22,489496.4404,246124.1996,42.76599,-86.12681,80,26,2,322002,38640,5,Allegan,18420,0, ,-9587592.633,5276420.698
8937,5897,3913, ,St. Mary's Catholic School,27-Oct-20,34,Nonpublic School,"December 31, 1899",,Open-Active,"DevK,DevK-Part,KG,1-8","DevK,DevK-Part,KG,1-8",27-Oct-20,"GenEd,PK","GenEd,PK",26-Oct-21,60585,2,430 E SAVIDGE ST, ,SPRING LAKE,MI,49456-1729,3-Apr-22, ,2,22-Mar-22,484450.001,280622.6359,43.07654,-86.1893,89,30,2,211003,75840,139,Ottawa,32550,0, ,-9594548.988,5323629.281
8938,5914,3966, ,St. Paul Lutheran School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG,KG-Part,1-8","KG,KG-Part,1-8",23-Jul-17,GenEd,GenEd,3-Oct-10,60605,2,2745 W GENESEE AVE, ,SAGINAW,MI,48602-3724,3-Apr-22, ,2,22-Mar-22,663628.9371,322508.3066,43.43557,-83.97618,95,32,5,21002,70520,145,Saginaw,30390,0, ,-9348185.596,5378506.8
8939,5931,7007, ,Bridgeport Baptist Academy,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,"KG-Part, 1-12","KG-Part, 1-12",17-Dec-08,GenEd,GenEd,29-Apr-09,60627,2,2400 KING RD, ,BRIDGEPORT,MI,48722,12-Mar-12, ,2,6-Jun-10,674114.7301,313302.5158,43.35032,-83.84962,95,32,5, , , , , ,0, ,-9334097.002,5365447.05
8942,5982,8305, ,Thumb Amish Parochial School,5-Oct-08,34,Nonpublic School,"December 31, 1899",,Open-Active,8-Jan,8-Jan,5-Oct-08,GenEd,GenEd,29-Apr-09,60939,2,5824 PRINGLE RD, ,CASS CITY,MI,48726-9209,3-Apr-22, ,2,22-Mar-22,736444.0392,340184.7598,43.57503,-83.06941,83,25,10,9703002,26740,151,Sanilac,8400,0, ,-9247244.422,5399910.906
